"latitude";"longitude";"UK";"TIT";"LIE";"AUT";"ATT";"SIE";"LKP"
"43.694535";"7.248961";140914;"Le Mariage de la Vierge";"Musée des beaux-arts Jules Chéret (Nice)";"Ferrari Orazio de";"entourage de";"17e";"folder_0003/folder_0244/elem_0074/FR06_0005_MUS_140914_0002_low.jpg"
"43.1364082";"-1.2242546";15156;"Crucifixion";"Eglise Saint-Michel (Menton)";"Ferrari Orazio de";"de";"17e";"folder_0003/folder_0244/elem_0058/FR06_0002_REL_15156_0002_low.jpg"
"43.1364082";"-1.2242546";15155;"L'adoration des bergers";"Eglise Saint-Michel (Menton)";"Ferrari Orazio de";"de";"17e";"folder_0003/folder_0244/elem_0066/FR06_0002_REL_15155_0001_low.jpg"
"48.38785";"7.415316";25880;"Ecce Homo";"Eglise Saint-Pierre et Saint-Paul (Andlau)";"Ferrari Orazio de";"attribué à";"17e";"folder_0006/folder_0007/elem_0054/pas_d_image_disponible_low.jpg"
"43.949317";"4.805528";92409;"Portrait de Guillaume du Tillot";"Fondation Angladon-Dubrujeaud (Avignon)";"Ferrari Pier Melchior";"peint par";"18e";
"43.184277";"3.003078";29791;"L'Apparition de la Vierge à saint Philippe de Néri";"Musée d'Art et d'Histoire (Narbonne)";"Ferretti Giovanni Domenico";"attribué à";"18e";"folder_0004/folder_0083/elem_0193/FR11_0003_MUS_29791_0066_low.jpg"
"48.860591";"2.337582";22683;"Bacchus et Ariane";"Musée du Louvre (Paris)";"Ferretti Giovanni Domenico";"copié d'après";"18e";"folder_0003/folder_0117/elem_0082/FR75_0002_MUS_22683_0152_low.jpg"
"43.949317";"4.805528";29806;"Alexandre et son médecin Philippe";"Musée Calvet (Avignon)";"Ferretti Giovanni Domenico";"attribué à";"18e";"folder_0004/folder_0005/elem_0095/FR84_0002_MUS_29806_0098_low.jpg"
"47.089535";"5.489201";136696;"La cueillette";"Musée des Beaux-Arts (Dole)";"Ferri Antonio";"de";"19e";
"41.919229";"8.738635";28949;"Faune au verre de vin. L'Automne (?)";"Palais Fesch-musée des beaux-arts (Ajaccio)";"Ferri Ciro";"de";"17e";"folder_0004/folder_0078/elem_0243/FR2A_0003_MUS_28949_0230_low.jpg"
"47.478419";"-0.563166";10465;"La Chasteté de Joseph";"Musée des Beaux-Arts (Angers)";"Ferri Ciro";"de";"17e";"folder_0001/folder_0118/elem_0066/FR_49_0001_MUS_MBAJ340_0006_low.jpg"
"47.218371";"-1.553621";30181;"La Vierge et l'Enfant avec sainte Martine";"Musée d'arts de Nantes";"Ferri Ciro";"copié d'après";"18e";"folder_0002/folder_0016/elem_0106/FR44_0001_MUS_UK_30181_Inv2984_0380_low.jpg"
"46.370479";"5.91122";26076;"Vierge de l'Immaculée Conception";"Eglise (Septmoncel)";"Ferri Ciro";"copié d'après";"17e";"folder_0004/folder_0068/elem_0149/FR39_0004_REL_26076_0022_low.jpg"
"47.0990797";"-0.2002884";24936;"La Vierge à l'Enfant apparaissant à sainte Martine";"Eglise (Le Coteau)";"Ferri Ciro";"de";"17e";"folder_0003/folder_0199/elem_0144/FR75_0001_MED_24936_0242_low.jpg"
"42.7005591";"2.8970609";25383;"Sainte Eulalie et sainte Julie recevant la couronne du martyre";"Cathédrale Saint-Jean-Baptiste (Perpignan)";"Ferri Ciro";"attribué à";"17e";"folder_0004/folder_0019/elem_0095/FR66_0001_REL_25383_0001_low.jpg"
"46.0353136";"4.0681313";30036;"La Résurrection du Christ";"Musée Joseph Déchelette (Roanne)";"Ferri Ciro";"copié d'après";"17e";"folder_0003/folder_0244/elem_0037/FR42_0004_MUS_30036_0025_low.jpg"
"43.7245554";"-0.3242631";15627;"La Mort de sainte Elisabeth (?)";"Hôtel de Ville (Aire-sur-l'Adour)";"Ferri Ciro";"attribué à";"17e";"folder_0003/folder_0161/elem_0199/FR40_0001_15627_0001_low.jpg"
"48.857313";"2.362545";11447;"Le boulevard des Italiens de nuit, vers 1835";"Musée Carnavalet (Paris)";"Ferri Domenico";"de";"19e";"folder_0003/folder_0166/elem_0190/FR75_0017_11447_0051_low.jpg"
"48.857313";"2.362545";11446;"Vue composite de monuments parisiens : colonne Vendôme, Palais Royal, porte Saint-Denis, Porte Saint-Martin, Tuileries, Garde-Meuble, arc de Triomphe du Carrousel, hôtel de la Monnaie, colonnade du Louvre, Chapelle expiatoire, statues équestres de Lou";"Musée Carnavalet (Paris)";"Ferri Domenico";"de";"19e";"folder_0003/folder_0166/elem_0200/FR75_0017_11446_0061_low.jpg"
"48.857313";"2.362545";11448;"Le Parvis de Notre-Dame, vers 1835";"Musée Carnavalet (Paris)";"Ferri Domenico";"attribué à";"19e";"folder_0003/folder_0166/elem_0196/FR75_0017_11448_0057_low.jpg"
"48.857313";"2.362545";11445;"Vue composite des monuments parisiens : Luxembourg, Pont-Neuf, Institut, Ecole de chirurgie, Val-de-Grâce, Ecole militaire, Panthéon, hôtel de Salm, Observatoire, Invalides";"Musée Carnavalet (Paris)";"Ferri Domenico";"de";"19e";"folder_0003/folder_0166/elem_0198/FR75_0017_11445_0059_low.jpg"
"48.801408";"2.130122";11461;"Napoléon Ier signe son abdication à Fontainebleau, 4 avril 1814";"Musée national des châteaux de Versailles et de Trianon (Versailles)";"Ferri Gaetano";"de";"19e";"folder_0003/folder_0192/elem_0056/FR78_0001_11461_0003_low.jpg"
"47.089535";"5.489201";20671;"La roche percée";"Musée des Beaux-Arts (Dole)";"Ferri Gaetano";"de";"19e";"folder_0004/folder_0016/elem_0095/FR39_0001_MUS_20671_0047_low.jpg"
"50.374659";"3.075545";21593;"Tête de pêcheur napolitain";"Musée de la Chartreuse (Douai)";"Ferroni Violante";"de";"18e";
"43.836699";"4.360054";30144;"Sainte Julienne et le diable / Sainte Marguerite triomphant du péché";"Musée des Beaux-Arts (Nîmes)";"Fetti Domenico";"copié d'après";"17e";"folder_0004/folder_0084/elem_0015/FR30_0013_MUS_30144_0058_low.jpg"
"43.529742";"5.447427";10470;"Sainte Madeleine pénitente";"Musée Granet (Aix-en-Provence)";"Fetti Domenico";"copié d'après";"17e";"folder_0003/folder_0010/elem_0165/FR13_0001_MUS_010470_0028_low.jpg"
"47.619788";"6.15428";25425;"Saint Marie-Madeleine pénitente";"Eglise Saint-Georges (Vesoul)";"Fetti Domenico";"copié d'après";"17e";"folder_0004/folder_0075/elem_0021/FR70_0001_REL_25425_0014_low.jpg"
"49.182863";"-0.370679";23701;"Sainte Julienne et le diable / Sainte Marguerite triomphant du péché";"Musée des Beaux-Arts (Caen)";"Fetti Domenico";"copié d'après";"17e";"folder_0004/folder_0009/elem_0087/FR14_0001_MUS_23701_0086_low.jpg"
"48.860591";"2.337582";23277;"L'Ange gardien";"Musée du Louvre (Paris)";"Fetti Domenico";"de";"17e";"folder_0003/folder_0118/elem_0059/FR75_0002_MUS_23277_0379_low.jpg"
"48.860591";"2.337582";23280;"L'Empereur Domitien";"Musée du Louvre (Paris)";"Fetti Domenico";"de";"17e";"folder_0003/folder_0118/elem_0061/FR75_0002_MUS_23280_0381_low.jpg"
"48.85996";"2.326551";24656;"Sainte Marie-Madeleine ou la douleur";"Musée d'Orsay (Paris)";"Fetti Domenico";"copié d'après";"19e";"folder_0003/folder_0120/elem_0177/FR75_0005_MUS_24656_0005_low.jpg"
"43.610769";"3.876716";30148;"Sainte Marie-Madeleine pénitente / La Mélancolie";"Musée Fabre (Montpellier)";"Fetti Domenico";"copié d'après";"17e";"folder_0003/folder_0248/elem_0089/FR34_0001_MUS_30148_0153_low.jpg"
"46.580224";"0.340375";92534;"La Mélancolie";"Musée Sainte-Croix (Poitiers)";"Fetti Domenico";"copié d'après";"non précisé";
"48.693444";"6.182247";28005;"Le Mauvais Riche";"Musée des Beaux-Arts (Nancy)";"Fetti Domenico";"copié d'après";"non précisé";"folder_0004/folder_0006/elem_0004/FR54_0001_MUS_28005_0096_low.jpg"
"48.693444";"6.182247";28004;"La Mélancolie";"Musée des Beaux-Arts (Nancy)";"Fetti Domenico";"copié d'après";"non précisé";"folder_0004/folder_0006/elem_0003/FR54_0001_MUS_28004_0095_low.jpg"
"49.01728";"2.378643";92539;"La Mélancolie";"Musée national de la Renaissance (Ecouen)";"Fetti Domenico";"copié d'après";"non précisé";
"43.296482";"5.36978";23974;"Parabole de la poutre et de la paille";"Musée des Beaux-Arts (Marseille)";"Fetti Domenico";"copié d'après";"17e";"folder_0004/folder_0092/elem_0138/FR13_0009_MUS_23974_0056_low.jpg"
"49.182863";"-0.370679";30145;"Saint François et un ange musicien";"Musée des Beaux-Arts (Caen)";"Fetti Domenico";"copié d'après";"17e";
"49.182863";"-0.370679";10467;"Le Retour de l'enfant prodigue";"Musée des Beaux-Arts (Caen)";"Fetti Domenico";"copié d'après";"17e";"folder_0001/folder_0247/elem_0244/FR14_0001_MUS_Inv6421_0031_low.jpg"
"49.182863";"-0.370679";23540;"Parabole de la perle précieuse";"Musée des Beaux-Arts (Caen)";"Fetti Domenico";"copié d'après";"17e";"folder_0001/folder_0247/elem_0245/FR14_0001_MUS_Inv6422_0030_low.jpg"
"47.902964";"1.909251";31280;"L'Empereur Domitien";"Musée des Beaux-Arts (Orléans)";"Fetti Domenico";"copié d'après";"17e";"folder_0005/folder_0250/elem_0127/FR45_0011_MUS_31280_0132_low.jpg"
"48.874555";"2.328132";25624;"L'Extase de saint François";"Eglise Saint-Louis-d'Antin (Paris)";"Fetti Domenico";"copié d'après";"17e";"folder_0003/folder_0166/elem_0206/FR75_0017_25624_0067_low.jpg"
"45.471894";"-0.155689";26296;"La Madeleine pénitente";"Eglise paroissiale Saint-Hilaire (Barbezieux-Saint-Hilaire)";"Fetti Domenico";"copié d'après";"19e";"folder_0001/folder_0120/elem_0040/FR16_0002_REL_0001_low.jpg"
"47.941147";"5.834106";30147;"La Mélancolie";"Eglise (Fresnes-sur-Apance)";"Fetti Domenico";"copié d'après";"18e";"folder_0002/folder_0018/elem_0007/FR52_0005_REL_UK_30147_0008_low.jpg"
"49.443232";"1.099971";22387;"La Madeleine / Ancien titre : La Mélancolie";"Musée des Beaux-Arts (Rouen)";"Fetti Domenico";"copié d'après";"18e";"folder_0001/folder_0250/elem_0067/FR76_0006_MUS_8352_0022_low.jpg"
"47.3952904";"0.6946204";31309;"La Madeleine ou la Méditation";"Musée des Beaux-Arts (Tours)";"Fetti Domenico";"copié d'après";"non précisé";"folder_0001/folder_0122/elem_0183/FR37_0015_MUS_1874571_0174_low.jpg"
"47.240212";"6.023507";226986;"David et la tête de Goliath";"Musée des Beaux-Arts et d'Archéologie (Besançon)";"Fetti Domenico";"copié d'après";"17e";"folder_0004/folder_0090/elem_0160/FR25_0001_MUS_226986_0147_low.jpg"
"48.860591";"2.337582";134403;"Héro et Léandre : Léandre noyé retrouvé par les Néréides";"Musée du Louvre (Paris)";"Fetti Domenico";"copié d'après";"non précisé";"folder_0003/folder_0120/elem_0103/FR75_0002_MUS_134403_0923_low.jpg"
"48.00611";"0.199556";24496;"La Mélancolie";"Musée de Tessé (Le Mans)";"Fetti Domenico";"atelier de";"17e";"folder_0001/folder_0119/elem_0244/FR_72_0002_MUS_10673_0033_low.jpg"
"47.619788";"6.15428";25424;"Ecce Homo";"Eglise Saint-Georges (Vesoul)";"Fetti Domenico";"attribué à";"17e";"folder_0004/folder_0075/elem_0020/FR70_0001_REL_25424_0013_low.jpg"
"46.323716";"-0.464777";26295;"Saint Augustin (?)";"Musée Bernard d'Agesci (Niort)";"Fetti Domenico";"de";"17e";"folder_0001/folder_0124/elem_0058/FR79_0002_MUS_G37_0008_low.jpg"
"50.630639";"3.062467";23859;"Saint Grégoire";"Palais des Beaux-Arts (Lille)";"Fetti Domenico";"de";"17e";"folder_0001/folder_0118/elem_0156/FR_59_0002_MUS_P41_0086_low.jpg"
"48.860591";"2.337582";23279;"La Mélancolie";"Musée du Louvre (Paris)";"Fetti Domenico";"de";"17e";"folder_0003/folder_0118/elem_0060/FR75_0002_MUS_23279_0380_low.jpg"
"48.860591";"2.337582";23278;"La Vie champêtre / La Fileuse / Adam et Ève condamnés au travail";"Musée du Louvre (Paris)";"Fetti Domenico";"de";"17e";"folder_0003/folder_0120/elem_0005/FR75_0002_MUS_23278_0825_low.jpg"
"47.043604";"0.818358";92545;"L' Ange gardien";"Eglise paroissiale Saint-Martin (Ligueil)";"Fetti Domenico";"copié d'après";"non précisé";
"43.317052";"1.956811";92544;"L' Ange gardien";"Collégiale Saint-Michel (Castelnaudary)";"Fetti Domenico";"copié d'après";"19e";
"48.860591";"2.337582";23276;"Samson et Dalila";"Musée du Louvre (Paris)";"Fiasella Domenico";"de";"17e";"folder_0003/folder_0118/elem_0058/FR75_0002_MUS_23276_0378_low.jpg"
"42.785111";"9.345691";145304;"Le Miracle de saint Alexandre Sauli";"Eglise paroissiale Sainte-Julie (Nonza)";"Fiasella Domenico";"d'après";"18e";
"47.008927";"4.794784";29802;"La Remise des clés à saint Pierre";"Eglise paroissiale Saint-Pierre (Pommard)";"Fiasella Domenico";"de";"17e";"folder_0003/folder_0006/elem_0095/FR75_0001_MED_29802_0055_low.jpg"
"45.564601";"5.917781";10471;"Portrait d'homme";"Musée des Beaux-Arts (Chambéry)";"Fiasella Domenico";"attribué à";"17e";"folder_0003/folder_0008/elem_0198/FR73_0001_MUS_010471_0014_low.jpg"
"44.933393";"4.89236";24895;"Saint Sébastien soigné par de saintes femmes";"Cathédrale Saint-Apollinaire (Valence)";"Fiasella Domenico";"attribué à";"17e";"folder_0003/folder_0199/elem_0145/FR75_0001_MED_24895_0234_low.jpg"
"50.374659";"3.075545";22182;"Tarquin et Lucrèce";"Musée de la Chartreuse (Douai)";"Ficherelli Felice";"copié d'après";"17e";"folder_0001/folder_0123/elem_0181/FR59_0001_MUS_1088_0102_low.jpg"
"45.564601";"5.917781";10472;"Le Prophète Jonas sortant de la baleine";"Musée des Beaux-Arts (Chambéry)";"Ficherelli Felice";"de";"17e";"folder_0003/folder_0008/elem_0199/FR73_0001_MUS_010472_0015_low.jpg"
"50.725584";"1.617073";31403;"Tarquin et Lucrèce";"Musée de Boulogne-sur-Mer";"Ficherelli Felice";"copié d'après";"non précisé";"folder_0001/folder_0119/elem_0115/FR_62_0003_DOM_13188_0010_low.jpg"
"45.564601";"5.917781";10473;"Saint Sébastien";"Musée des Beaux-Arts (Chambéry)";"Ficherelli Felice";"de";"17e";"folder_0003/folder_0008/elem_0200/FR73_0001_MUS_010473_0016_low.jpg"
"47.320941";"5.042226";10474;"Sainte Agathe";"Musée Magnin (Dijon)";"Ficherelli Felice";"de";"17e";"folder_0003/folder_0008/elem_0023/FR21_0001_MUS_UK_010474_0011_low.jpg"
"50.969148";"2.430269";11175;"Portrait d'homme écrivant";"Musée du Mont-de-Piété (Bergues)";"Fidani Orazio";"attribué à";"17e";"folder_0001/folder_0119/elem_0016/FR_59_0007_MUS_P105_0001_low.jpg"
"48.850209";"2.363576";131035;"Temple en ruine à Tivoli";"Bibliothèque de l'Arsenal (Paris)";"Fidanza francesco";"de";"19e";
"48.850209";"2.363576";131036;"Vue du Cratère et de l'irruption du Vésuve en l'année 1768";"Bibliothèque de l'Arsenal (Paris)";"Fidanza francesco";"de";"19e";
"48.850209";"2.363576";131034;"La Nuit. Vue des Cloîtres de la Chartreuse de Rome";"Bibliothèque de l'Arsenal (Paris)";"Fidanza francesco";"de";"19e";
"48.863156";"2.333511";131041;"Nature morte aux instruments de musique";"Musée des Arts décoratifs (Paris)";"Fieravino Francesco";"de";"17e";"folder_0003/folder_0181/elem_0233/FR75_0019_131041_0048_low.jpg"
"48.693444";"6.182247";10476;"Tapis et armes";"Musée des Beaux-Arts (Nancy)";"Fieravino Francesco";"de";"17e";"folder_0004/folder_0005/elem_0169/FR54_0001_MUS_10476_0011_low.jpg"
"48.773605";"5.158238";31072;"Nature morte";"Musée Barrois (Bar-le-Duc)";"Fieravino Francesco";"copié d'après";"non précisé";"folder_0004/folder_0005/elem_0153/FR55_0001_MUS_31072_0022_low.jpg"
"48.773605";"5.158238";31050;"Nature morte";"Musée Barrois (Bar-le-Duc)";"Fieravino Francesco";"copié d'après";"non précisé";"folder_0004/folder_0005/elem_0150/FR55_0001_MUS_31050_0019_low.jpg"
"43.604652";"1.444209";131847;"Nature morte à l'armure et aux objets précieux.";"Fondation Bemberg (Toulouse)";"Fieravino Francesco";"entourage de";"17e";"folder_0003/folder_0162/elem_0214/FR31_0002_131847_0015_low.jpg"
"47.218371";"-1.553621";10483;"Une Maîtresse d'école faisant lire et broder des petites filles";"Musée d'arts de Nantes";"Fieravino Francesco";"entourage de";"17e";"folder_0002/folder_0014/elem_0227/FR44_0001_MUS_UK_10483_Inv99_0027_low.jpg"
"47.218371";"-1.553621";10482;"Intérieur de corps de garde";"Musée d'arts de Nantes";"Fieravino Francesco";"entourage de";"17e";"folder_0002/folder_0014/elem_0226/FR44_0001_MUS_UK_10482_Inv98_0026_low.jpg"
"43.604652";"1.444209";131846;"Nature morte à l'armure et aux objets précieux";"Fondation Bemberg (Toulouse)";"Fieravino Francesco";"entourage de";"17e";"folder_0003/folder_0162/elem_0213/FR31_0002_131846_0014_low.jpg"
"43.676647";"4.6277769";31026;"Femme à sa toilette";"Musée Réattu (Arles)";"Fieravino Francesco";"anciennement attribué à";"17e";"folder_0003/folder_0247/elem_0128/FR13_0006_MUS_31026_0010_low.jpg"
"48.860591";"2.337582";23275;"Nature morte : cédrats et violon";"Musée du Louvre (Paris)";"Fieravino Francesco";"attribué à";"17e";"folder_0003/folder_0118/elem_0057/FR75_0002_MUS_23275_0377_low.jpg"
"48.773605";"5.158238";31053;"Nature morte";"Musée Barrois (Bar-le-Duc)";"Fieravino Francesco";"copié d'après";"non précisé";"folder_0004/folder_0005/elem_0152/FR55_0001_MUS_31053_0021_low.jpg"
"48.773605";"5.158238";31051;"Nature morte";"Musée Barrois (Bar-le-Duc)";"Fieravino Francesco";"copié d'après";"non précisé";"folder_0004/folder_0005/elem_0151/FR55_0001_MUS_31051_0020_low.jpg"
"47.240212";"6.023507";10991;"Nature morte au bouquet de fleurs";"Musée des Beaux-Arts et d'Archéologie (Besançon)";"Fieravino Francesco";"attribué à";"17e";"folder_0004/folder_0090/elem_0135/FR25_0001_MUS_10991_0122_low.jpg"
"48.863156";"2.333511";131040;"Nature morte aux instruments de musique";"Musée des Arts décoratifs (Paris)";"Fieravino Francesco";"attribué à";"17e";"folder_0003/folder_0181/elem_0232/FR75_0019_131040_0047_low.jpg"
"49.094948";"1.485037";131725;"Nature morte à l'orfèvrerie et une figure féminine";"Musée municipal (Vernon)";"Fieravino Francesco";"genre de";"17e";"folder_0004/folder_0168/elem_0209/UK_131725_low.jpg"
"48.117266";"-1.6777926";25217;"Nature morte. Fleurs et fruits sur un tapis turc";"Musée des Beaux-Arts (Rennes)";"Fieravino Francesco";"genre de";"17e";"folder_0001/folder_0121/elem_0179/FR35_0013_MUS_17941137_0092_low.jpg"
"47.321625";"5.042354";131422;"La Vierge et l'Enfant qui tend une rose à sa mère";"Musée des Beaux-Arts (Dijon)";"Figino Ambrogio";"de";"16e";"folder_0003/folder_0006/elem_0212/FR21_0003_MUS_131422_0102_low.jpg"
"45.564601";"5.917781";20762;"Portrait d'homme";"Musée des Beaux-Arts (Chambéry)";"Figino Ambrogio Ambrogio Giovanni";"attribué à";"16e";"folder_0003/folder_0008/elem_0245/FR73_0001_MUS_020762_0061_low.jpg"
"43.610769";"3.876716";137628;"Portrait de saint Charles Borromée";"Musée Fabre (Montpellier)";"Figino Ambrogio Ambrogio Giovanni";"copié d'après";"17e";"folder_0003/folder_0247/elem_0238/FR34_0001_MUS_137628_0052_low.jpg"
"49.443232";"1.099971";12055;"Le Christ en Croix entre la Vierge et saint Jean";"Musée des Beaux-Arts (Rouen)";"Figino Ambrogio Ambrogio Giovanni";"de";"16e";"folder_0001/folder_0250/elem_0115/FR76_0006_MUS_975410_0070_low.jpg"
"48.875438";"2.31052";12085;"La Vierge et l'Enfant";"Musée Jacquemart-André (Paris)";"Figino Girolamo";"attribué à";"16e";"folder_0003/folder_0126/elem_0131/FR75_0006_MUS_12085_0009_low.jpg"
"47.3952904";"0.6946204";12062;"Le Départ pour la chasse";"Musée des Beaux-Arts (Tours)";"Filippo da Verona";"de";"16e";"folder_0001/folder_0123/elem_0010/FR37_0015_MUS_1963240_0025_low.jpg"
"45.564601";"5.917781";21731;"La Sainte Famille et des anges";"Musée des Beaux-Arts (Chambéry)";"Filippo da Verona";"attribué à";"16e";"folder_0003/folder_0010/elem_0008/FR73_0001_MUS_021731_0324_low.jpg"
"50.630639";"3.062467";10487;"L'Immaculée Conception";"Palais des Beaux-Arts (Lille)";"Finoglia Paolo";"de";"17e";"folder_0001/folder_0118/elem_0162/FR_59_0002_MUS_P47_0047_low.jpg"
"49.3144438";"1.4356869";25397;"La Libération de saint Pierre";"Archevêché (Lyon)";"Finoglia Paolo";"attribué à";"17e";
"47.321625";"5.042354";131107;"Le Crucifiement de saint André";"Musée des Beaux-Arts (Dijon)";"Finson Louis Avant";"copié par";"17e";"folder_0003/folder_0006/elem_0180/FR21_0003_MUS_131107_0070_low.jpg"
"41.919229";"8.738635";96454;"Nature morte aux attributs guerriers";"Palais Fesch-musée des beaux-arts (Ajaccio)";"Fioravanti Benedetto";"suite de";"17e";"folder_0004/folder_0079/elem_0236/FR2A_0003_MUS_96454_0358_low.jpg"
"41.919229";"8.738635";131806;"Nature morte aux fruits, fleurs et draperies";"Palais Fesch-musée des beaux-arts (Ajaccio)";"Fioravanti Benedetto";"attribué à";"17e";"folder_0004/folder_0079/elem_0176/FR2A_0003_MUS_131806_0298_low.jpg"
"48.693444";"6.182247";28029;"Nature morte au petit chien";"Musée des Beaux-Arts (Nancy)";"Fioravanti Benedetto";"entourage de";"17e";"folder_0004/folder_0006/elem_0005/FR54_0001_MUS_28029_0097_low.jpg"
"43.529742";"5.447427";14396;"Saint Sébastien avec deux donateurs";"Musée Granet (Aix-en-Provence)";"Fiorenzo di Lorenzo";"attribué à";"15e";"folder_0004/folder_0078/elem_0020/FR13_0001_MUS_14396_0398_low.jpg"
"47.240212";"6.023507";10489;"Portrait de l'abbé Jean-Baptiste Boisot";"Musée des Beaux-Arts et d'Archéologie (Besançon)";"Fiori Cesare";"de";"17e";"folder_0004/folder_0050/elem_0044/FR25_0001_MUS_10489_0007_low.jpg"
"43.529742";"5.447427";26499;"L'Annonciation";"Musée Granet (Aix-en-Provence)";"Fiumicelli Ludovico";"de";"16e";"folder_0003/folder_0010/elem_0231/FR13_0001_MUS_026499_0094_low.jpg"
"48.801408";"2.130122";24601;"Diane de Poitiers, duchesse de Valentinois (1500-1566)";"Musée national des châteaux de Versailles et de Trianon (Versailles)";"Flandrin Hippolyte";"copié par";"19e";
"49.148181";"2.68584";10616;"Un Médecin";"Abbaye royale de Chaalis (Fontaine-Chaalis)";"Flinck Govaert";"attribué à";"17e";
"44.0221252";"1.3529599";21052;"Le Retour de l'enfant prodigue";"Musée Ingres (Montauban)";"Fogolino Marcello";"attribué à";"16e";"folder_0003/folder_0246/elem_0228/FR82_0001_MUS_21052_0043_low.jpg"
"43.529742";"5.447427";26735;"Portrait d'un religieux";"Musée Granet (Aix-en-Provence)";"Fontana Lavinia";"genre de";"17e";"folder_0003/folder_0011/elem_0051/FR13_0001_MUS_026735_0164_low.jpg"
"49.41755";"2.821352";21233;"La Présentation au Temple";"Musée Antoine Vivenel (Compiègne)";"Fontana Lavinia";"de";"16e";"folder_0004/folder_0142/elem_0036/FR60_0004_MUS_21233_0030_low.jpg"
"42.69368";"9.451127";27065;"Le Christ à la colonne";"Musée municipal (Bastia)";"Fontana Lavinia";"de";"16e";"folder_0004/folder_0086/elem_0125/FR2B_0002_MUS_27065_0004_low.jpg"
"43.296482";"5.36978";24112;"Consécration à la Vierge";"Musée des Beaux-Arts (Marseille)";"Fontana Lavinia";"de";"16e";"folder_0004/folder_0092/elem_0176/FR13_0009_MUS_24112_0094_low.jpg"
"49.6288218";"-1.6188109";12672;"L'Adoration des Mages";"Musée Thomas Henry (Cherbourg)";"Fontana Lavinia";"de";"16e";"folder_0001/folder_0248/elem_0079/FR50_0002_MUS_83511_0005_low.jpg"
"49.443232";"1.099971";22382;"Vénus et l'Amour";"Musée des Beaux-Arts (Rouen)";"Fontana Lavinia";"de";"16e";"folder_0001/folder_0250/elem_0158/FR76_0006_MUS_D87415_0113_low.jpg"
"48.693444";"6.182247";28030;"Portrait d'une jeune femme tenant un livre ouvert sur une table";"Musée des Beaux-Arts (Nancy)";"Fontana Lavinia";"entourage de";"17e";"folder_0004/folder_0006/elem_0006/FR54_0001_MUS_28030_0098_low.jpg"
"44.838946";"-0.581712";23617;"Portrait d'homme assis feuilletant un livre (dit du sénateur Orsini)";"Musée des Beaux-Arts (Bordeaux)";"Fontana Lavinia";"de";"16e";"folder_0004/folder_0020/elem_0042/FR33_0001_MUS_23617_0116_low.jpg"
"47.240212";"6.023507";28329;"Portrait de femme";"Musée des Beaux-Arts et d'Archéologie (Besançon)";"Fontana Lavinia";"de";"16e";"folder_0004/folder_0050/elem_0141/FR25_0001_MUS_28329_0104_low.jpg"
"45.774994";"3.498887";96081;"Portrait de femme";"Château d'Aulteribe (Sermentizon)";"Fontana Lavinia";"attribué à";"16e";"folder_0002/folder_0017/elem_0044/FR63_0003_MUS_UK_96081_0018_low.jpg"
"47.5860921";"1.3359475";28328;"Antonietta Gonsalvus";"Musée des Beaux-Arts (Blois)";"Fontana Lavinia";"de";"16e";"folder_0001/folder_0118/elem_0015/FR_41_0001_MUS_99711_0190_low.jpg"
"43.949317";"4.805528";30954;"Portrait de femme";"Musée Calvet (Avignon)";"Fontana Lavinia";"anciennement attribué à";"non précisé";"folder_0004/folder_0005/elem_0099/FR84_0002_MUS_30954_0102_low.jpg"
"48.860591";"2.337582";23273;"La Sainte Famille avec l'enfant Jésus embrassant saint Jean-Baptiste";"Musée du Louvre (Paris)";"Fontana Prospero";"de";"16e";"folder_0003/folder_0118/elem_0055/FR75_0002_MUS_23273_0375_low.jpg"
"43.836699";"4.360054";141721;"La Vierge et l'Enfant avec saint Pierre et saint Paul";"Musée des Beaux-Arts (Nîmes)";"Fontana Prospero";"de";"16e";"folder_0004/folder_0083/elem_0231/FR30_0013_MUS_141721_0024_low.jpg"
"45.764043";"4.835659";22642;"La Sainte Famille avec sainte Anne";"Musée des Beaux-Arts (Lyon)";"Fontana Prospero";"attribué à";"16e";"folder_0003/folder_0215/elem_0032/FR69_0007_MUS_22642_0090_low.jpg"
"48.5734053";"7.7521113";11837;"Portrait de femme";"Musée des Beaux-Arts (Strasbourg)";"Fontana Prospero";"de";"16e";"folder_0003/folder_0245/elem_0023/FR67_0004_MUS_11837_0041_low.jpg"
"45.439695";"4.3871779";30670;"Le Crucifiement";"Musée d'Art moderne (Saint-Étienne)";"Fontana Prospero";"de";"16e";"folder_0003/folder_0206/elem_0025/FR42_0003_MUS_30670_low.jpg"
"48.5734053";"7.7521113";11847;"Le mariage mystique de sainte Catherine d'Alexandrie";"Musée des Beaux-Arts (Strasbourg)";"Fontana Prospero";"de";"16e";"folder_0003/folder_0245/elem_0034/FR67_0004_MUS_11847_0051_low.jpg"
"50.374659";"3.075545";21589;"Portrait de Jean de Boulogne";"Musée de la Chartreuse (Douai)";"Fontani Niccolo";"copié par";"19e";"folder_0001/folder_0123/elem_0191/FR59_0001_MUS_1128_0039_low.jpg"
"46.1976154";"5.2359939";22496;"Le Passage du Granique";"Musée de Brou (Bourg-en-Bresse)";"Fontebasso Francesco";"de";"18e";"folder_0003/folder_0199/elem_0103/FR01_0001_22496_0025_low.jpg"
